382
1 16 752 0
1 16 784 0
1 48 784 0
1 80 784 0
1 80 752 0
1 48 752 0
1 112 752 0
1 112 784 0
1 112 720 0
1 80 720 0
1 48 720 0
1 16 720 0
1 16 688 0
1 48 688 0
1 80 688 0
1 112 688 0
1 80 656 0
1 16 656 0
1 48 656 0
1 112 656 0
1 112 624 0
1 80 624 0
1 48 624 0
1 16 624 0
1 16 592 0
1 48 592 0
1 80 592 0
1 112 592 0
1 144 624 0
1 144 592 0
1 144 656 0
1 144 688 0
1 144 720 0
1 144 752 0
1 144 784 0
1 176 784 0
1 176 752 0
1 176 720 0
1 176 688 0
1 176 624 0
1 176 656 0
1 176 592 0
2 16 560 0
2 48 560 0
2 80 560 0
2 112 560 0
2 144 560 0
2 176 560 0
9 208 560 0
8 208 592 0
8 208 624 0
8 208 656 0
8 208 688 0
8 208 720 0
8 208 752 0
8 208 784 0
2 400 720 0
2 432 720 0
2 464 720 0
2 496 720 0
2 528 720 0
2 560 720 0
2 592 720 0
2 624 720 0
2 656 720 0
2 688 720 0
2 912 720 0
2 880 720 0
2 816 720 0
2 784 720 0
2 720 720 0
2 752 720 0
2 848 720 0
3 368 720 0
4 368 752 0
4 368 784 0
1 400 752 0
1 400 784 0
1 432 784 0
1 432 752 0
1 464 752 0
1 464 784 0
1 496 784 0
1 496 752 0
1 528 752 0
1 528 784 0
1 560 784 0
1 560 752 0
1 592 752 0
1 592 784 0
1 624 752 0
1 624 784 0
1 656 784 0
1 656 752 0
1 688 752 0
1 688 784 0
1 720 752 0
1 720 784 0
1 752 784 0
1 752 752 0
1 816 752 0
1 784 784 0
1 784 752 0
1 816 784 0
1 848 784 0
1 848 752 0
1 880 752 0
1 880 784 0
1 912 752 0
1 912 784 0
8 944 752 0
8 944 784 0
9 944 720 0
1 944 688 -1
1 912 688 -1
1 880 688 -1
1 848 688 -1
1 976 784 -1
1 1008 784 -1
1 1040 784 -1
1 1040 752 -1
1 1008 752 -1
1 976 752 -1
1 976 688 -1
1 976 720 -1
1 1008 720 -1
1 1008 688 -1
1 1040 688 -1
1 1040 720 -1
1 1072 784 -1
1 1072 752 -1
1 1072 720 -1
1 1072 688 -1
1 1104 688 -1
1 1104 720 -1
1 1104 752 -1
1 1104 784 -1
1 1136 784 -1
1 1136 752 -1
1 1136 720 -1
1 1136 688 -1
2 1072 656 -1
2 1040 656 -1
2 976 656 -1
2 912 656 -1
2 848 656 -1
2 880 656 -1
2 944 656 -1
2 1008 656 -1
2 1104 656 -1
2 1136 656 -1
3 816 656 -1
4 816 688 -1
8 1168 784 -1
8 1168 752 -1
8 1168 720 -1
8 1168 688 -1
9 1168 656 -1
1 1200 784 -2
1 1232 784 -2
1 1264 784 -2
1 1296 784 -2
1 1360 784 -2
1 1328 784 -2
1 1392 784 -2
1 1424 784 -2
1 1456 784 -2
1 1488 784 -2
1 1520 784 -2
1 1552 784 -2
1 1584 784 -2
2 1200 752 -2
2 1232 752 -2
2 1264 752 -2
2 1296 752 -2
2 1328 752 -2
2 1360 752 -2
2 1392 752 -2
2 1424 752 -2
2 1456 752 -2
2 1488 752 -2
2 1520 752 -2
2 1552 752 -2
2 1584 752 -2
11 752 400 -3
11 784 400 -3
12 720 400 -3
13 720 432 -3
13 720 464 -3
10 752 432 -3
10 752 464 -3
10 752 496 -3
10 784 496 -3
10 784 528 -3
10 784 464 -3
10 784 432 -3
17 816 560 -3
17 816 528 -3
17 816 496 -3
17 816 432 -3
17 816 464 -3
18 816 400 -3
1 208 528 -1
1 176 528 -1
1 240 528 -1
1 240 560 -1
1 240 592 -1
1 240 624 -1
1 240 656 -1
1 240 688 -1
1 240 720 -1
1 240 784 -1
1 240 752 -1
1 272 784 -1
1 304 784 -1
1 336 784 -1
1 336 752 -1
1 304 752 -1
1 272 752 -1
1 272 720 -1
1 304 720 -1
1 336 720 -1
1 336 688 -1
1 304 688 -1
1 272 688 -1
1 272 656 -1
1 304 656 -1
1 336 656 -1
1 368 688 -1
1 400 688 -1
1 400 656 -1
1 368 656 -1
1 368 624 -1
1 336 624 -1
1 304 624 -1
1 272 624 -1
1 272 592 -1
1 304 592 -1
1 336 592 -1
1 368 592 -1
1 400 592 -1
1 400 624 -1
1 400 560 -1
1 368 560 -1
1 336 560 -1
1 304 560 -1
1 272 560 -1
1 272 528 -1
1 304 528 -1
1 336 528 -1
1 368 528 -1
1 400 528 -1
2 176 496 -1
2 208 496 -1
2 240 496 -1
2 272 496 -1
2 304 496 -1
2 336 496 -1
2 368 496 -1
2 400 496 -1
3 144 496 -1
4 144 528 -1
8 432 688 -1
8 432 656 -1
8 432 624 -1
8 432 592 -1
8 432 560 -1
8 432 528 -1
9 432 496 -1
1 1584 720 -3
1 1552 720 -3
1 1520 720 -3
1 1488 720 -3
2 1488 688 -3
2 1520 688 -3
2 1552 688 -3
2 1584 688 -3
3 1456 688 -3
4 1456 720 -3
15 560 528 -1
15 592 528 -1
15 624 528 -1
15 656 528 -1
15 688 528 -1
16 720 528 -1
18 720 496 -1
11 688 496 -1
11 656 496 -1
11 624 496 -1
11 592 496 -1
11 560 496 -1
14 816 624 -2
14 784 592 -2
14 752 560 -2
18 752 528 -2
18 784 560 -2
18 816 592 -2
18 848 624 -2
19 624 400 0
20 272 432 0
20 496 656 0
20 1296 688 0
24 624 656 0
24 624 592 0
24 688 592 0
24 688 656 0
11 1264 624 0
11 1296 624 0
11 1328 624 0
11 1360 624 0
11 1424 528 0
11 1456 528 0
11 1488 528 0
11 1520 528 0
11 1360 432 0
11 1328 432 0
11 1296 432 0
11 1264 432 0
11 1168 176 0
11 1136 176 0
11 1104 176 0
11 1072 176 0
11 1040 176 0
11 1008 176 0
11 976 176 0
11 944 176 0
23 1520 240 0
23 1232 688 0
23 656 624 0
23 48 432 0
11 1136 368 0
11 1104 368 0
11 1072 368 0
11 1040 368 0
11 880 176 0
11 912 176 0
11 848 176 0
11 784 176 0
11 752 176 0
11 816 176 0
23 560 80 0
24 592 80 0
24 528 80 0
24 560 112 0
24 560 48 0
24 880 80 0
24 784 80 0
24 976 80 0
24 1072 80 0
24 1168 80 0
11 1168 208 0
11 1168 240 0
11 1168 304 0
11 1168 272 0
11 1168 336 0
11 1168 368 0
11 1424 336 0
11 1456 336 0
11 1488 336 0
11 1520 336 0
11 1360 240 0
11 1328 240 0
11 1296 240 0
11 1264 240 0
23 1072 272 0
24 1104 304 0
24 1040 304 0
24 1104 240 0
24 1040 240 0
11 1008 368 0
11 464 496 0
11 496 496 0
11 528 496 0
15 528 528 0
15 496 528 0
15 464 528 0
24 208 400 0
24 272 336 0
24 336 400 0
20 976 112 0
20 752 336 0
20 1488 272 0
